"id_curriculo_componente";"id_curriculo";"id_componente_curricular";"tipo_vinculo_componente"
"86811918";"86811915";"2051001";"OBRIGATÓRIO"
"117784";"100530";"22128";"OBRIGATÓRIO"
"126711312";"121323873";"42463";"OPTATIVO"
"119521533";"119521494";"23196";"OPTATIVO"
"96547881";"89396200";"41805";"OPTATIVO"
"101669262";"101669220";"52664";"OBRIGATÓRIO"
"125292771";"101668583";"55940";"OPTATIVO"
"111944";"100304";"26836";"OBRIGATÓRIO"
"114692";"100620";"20397";"OPTATIVO"
"131717";"100502";"25555";"OPTATIVO"
"130785";"100366";"23175";"OPTATIVO"
"51024125";"510230604";"25225";"OPTATIVO"
"98189323";"98189301";"52878";"OPTATIVO"
"110448";"100455";"21278";"OBRIGATÓRIO"
"85473647";"85470630";"40111";"OBRIGATÓRIO"
"121071";"100321";"27329";"OPTATIVO"
"109884";"100773";"25038";"OPTATIVO"
"108222346";"108222242";"27668";"OPTATIVO"
"107582754";"10320220";"57746";"OPTATIVO"
"129066";"100505";"20828";"OBRIGATÓRIO"
"131654";"100505";"25666";"OBRIGATÓRIO"
"25190040";"100493";"41702";"OPTATIVO"
"135437";"100673";"23961";"OPTATIVO"
"89405985";"10437071";"24539";"OPTATIVO"
"128387";"100244";"25639";"OBRIGATÓRIO"
"124221";"100230";"27439";"OPTATIVO"
"89793844";"89606241";"47059";"OPTATIVO"
"98189387";"98189385";"26160";"OBRIGATÓRIO"
"104128222";"104128179";"56167";"OPTATIVO"
"119143263";"119143253";"46709";"OPTATIVO"
"114173";"100183";"21737";"OPTATIVO"
"136768";"100247";"28102";"OPTATIVO"
"50859030";"508590000";"26528";"OPTATIVO"
"137291";"100588";"24754";"OBRIGATÓRIO"
"119954147";"107405556";"2051853";"OPTATIVO"
"51329919";"51329859";"24713";"OBRIGATÓRIO"
"108705";"100566";"21159";"OBRIGATÓRIO"
"104800";"100623";"26375";"OPTATIVO"
"109308";"100374";"25499";"OPTATIVO"
"101768";"100572";"24463";"OPTATIVO"
"119953748";"107405230";"2051853";"OPTATIVO"
"8766572";"8765770";"26860";"OPTATIVO"
"114109";"100185";"21761";"OBRIGATÓRIO"
"119524093";"119524092";"41702";"OPTATIVO"
"127486";"100188";"22866";"OPTATIVO"
"89405942";"10437071";"24706";"OPTATIVO"
"119077923";"119075210";"62963";"OBRIGATÓRIO"
"51396423";"51329859";"2036855";"OPTATIVO"
"138345";"100558";"28269";"OPTATIVO"
"117332";"100780";"27169";"OBRIGATÓRIO"
"111465432";"111465370";"26280";"OBRIGATÓRIO"
"107968";"100234";"21133";"OBRIGATÓRIO"
"121323900";"121323873";"57612";"OBRIGATÓRIO"
"111412754";"101669220";"59732";"OPTATIVO"
"7438744";"7438730";"23589";"OBRIGATÓRIO"
"118512";"100846";"40027";"OBRIGATÓRIO"
"119527965";"119527905";"2038931";"OBRIGATÓRIO"
"117872";"100530";"24082";"OBRIGATÓRIO"
"103000";"100289";"26102";"OPTATIVO"
"111898";"100460";"26831";"OPTATIVO"
"110541965";"110541959";"55411";"OPTATIVO"
"119524130";"119524092";"23207";"OPTATIVO"
"119523477";"119523393";"2055451";"OPTATIVO"
"114460";"100611";"26954";"OBRIGATÓRIO"
"114694";"100611";"20397";"OPTATIVO"
"50586351";"505860901";"28290";"OPTATIVO"
"50651131";"506510790";"20792";"OPTATIVO"
"91281157";"91279818";"2055442";"OPTATIVO"
"10242842";"100814";"25526";"OBRIGATÓRIO"
"111412759";"101669220";"59736";"OPTATIVO"
"94969254";"94969236";"25309";"OPTATIVO"
"106247";"100412";"24882";"OBRIGATÓRIO"
"111361";"100243";"21451";"OBRIGATÓRIO"
"114577";"100837";"25277";"OBRIGATÓRIO"
"108830";"100557";"21152";"OBRIGATÓRIO"
"85403603";"85371274";"22429";"OPTATIVO"
"136599";"100247";"24098";"OBRIGATÓRIO"
"119527918";"119527905";"2038923";"OPTATIVO"
"94969363";"94969236";"27902";"OPTATIVO"
"114999";"100551";"24860";"OBRIGATÓRIO"
"102791271";"102791232";"43021";"OBRIGATÓRIO"
"104232";"100677";"20568";"OPTATIVO"
"104659930";"25767751";"2041408";"OPTATIVO"
"120249";"100294";"22126";"OBRIGATÓRIO"
"130353";"100275";"23301";"OPTATIVO"
"115199";"100839";"25289";"OBRIGATÓRIO"
"12728975";"10437071";"2049403";"OPTATIVO"
"110892";"100411";"26707";"OBRIGATÓRIO"
"121631520";"121631446";"48064";"OBRIGATÓRIO"
"85848797";"510231321";"41882";"OPTATIVO"
"113952";"100222";"25248";"OBRIGATÓRIO"
"101312";"100693";"24083";"OBRIGATÓRIO"
"50861577";"508590000";"46226";"OBRIGATÓRIO"
"101857737";"101850027";"2049814";"OPTATIVO"
"27682791";"13461320";"28256";"OPTATIVO"
"119897";"100535";"22174";"OPTATIVO"
"106202";"100768";"26517";"OPTATIVO"
"129118";"100360";"23149";"OPTATIVO"
"113854";"100218";"21738";"OPTATIVO"
"118294";"100193";"27199";"OPTATIVO"
"136848";"100242";"28117";"OPTATIVO"
"105069";"100623";"26411";"OPTATIVO"
"107850";"100239";"24971";"OBRIGATÓRIO"
"135523";"100674";"27992";"OPTATIVO"
"112663";"100461";"21576";"OBRIGATÓRIO"
"50819911";"508197381";"2036665";"OBRIGATÓRIO"
"99516969";"89864189";"46939";"OPTATIVO"
"132420";"100662";"25609";"OBRIGATÓRIO"
"98189402";"98189385";"52889";"OPTATIVO"
"103233";"100188";"20970";"OPTATIVO"
"119546994";"119546991";"52739";"OPTATIVO"
"51030005";"505612071";"42235";"OBRIGATÓRIO"
"135715";"100766";"23977";"OPTATIVO"
"18292900";"18292880";"25661";"OBRIGATÓRIO"
"108222253";"108222242";"2042103";"OPTATIVO"
"102406096";"102406083";"55352";"OBRIGATÓRIO"
"89352397";"89352121";"22736";"OBRIGATÓRIO"
"24798199";"24798170";"41684";"OBRIGATÓRIO"
"117669";"100331";"22822";"OBRIGATÓRIO"
"51026139";"510260940";"23187";"OPTATIVO"
"89348195";"89348137";"48250";"OBRIGATÓRIO"
"51028227";"510278491";"46207";"OBRIGATÓRIO"
"111465412";"111465370";"21042";"OBRIGATÓRIO"
"98189373";"98189301";"52849";"OBRIGATÓRIO"
"50768716";"507685511";"2049434";"OPTATIVO"
"133800";"100220";"21746";"OPTATIVO"
"100969";"100566";"24849";"OBRIGATÓRIO"
"118280";"100433";"27199";"OPTATIVO"
"107138717";"25767750";"54918";"OPTATIVO"
"51024159";"510230604";"26865";"OBRIGATÓRIO"
"121631518";"121631446";"48126";"OBRIGATÓRIO"
"109415";"100347";"21191";"OPTATIVO"
"125140";"100436";"25365";"OBRIGATÓRIO"
"136204";"100187";"25778";"OBRIGATÓRIO"
"110543012";"110542944";"55401";"OBRIGATÓRIO"
"27682742";"13461320";"28332";"OPTATIVO"
"107797";"100230";"22754";"OBRIGATÓRIO"
"120887";"100439";"27322";"OPTATIVO"
"20625616";"18999001";"24338";"OBRIGATÓRIO"
"128099";"100213";"23091";"OBRIGATÓRIO"
"135668";"100670";"23971";"OBRIGATÓRIO"
"105519345";"105519342";"56366";"OPTATIVO"
"13030281";"13029650";"2049586";"OBRIGATÓRIO"
"119143256";"119143253";"46701";"OPTATIVO"
"114447";"100770";"21822";"OPTATIVO"
"98388577";"507863461";"25042";"OPTATIVO"
"101668621";"101668583";"55026";"OBRIGATÓRIO"
"22823950";"18999000";"41460";"OBRIGATÓRIO"
"51333747";"51333655";"46387";"OBRIGATÓRIO"
"137360";"100209";"24156";"OBRIGATÓRIO"
"108819029";"108818993";"57503";"OBRIGATÓRIO"
"89444847";"18999001";"46211";"OBRIGATÓRIO"
"131969";"100660";"23313";"OBRIGATÓRIO"
"50617100";"506167921";"2055061";"OPTATIVO"
"111304167";"96081110";"59733";"OPTATIVO"
"115273234";"115273212";"57591";"OBRIGATÓRIO"
"9201160";"9201130";"27630";"OPTATIVO"
"119512739";"119512659";"23263";"OPTATIVO"
"10832949";"9406610";"2045641";"OPTATIVO"
"13486055";"8601560";"2048486";"OBRIGATÓRIO"
"103821";"100816";"20400";"OBRIGATÓRIO"
"18173336";"18164941";"2054583";"OBRIGATÓRIO"
"120652";"100397";"25486";"OBRIGATÓRIO"
"107602329";"107602293";"55346";"OBRIGATÓRIO"
"127219";"100677";"22841";"OBRIGATÓRIO"
"136434";"100334";"24077";"OPTATIVO"
"132598";"100285";"25858";"OBRIGATÓRIO"
"134828";"100606";"25736";"OBRIGATÓRIO"
"126576";"100368";"25558";"OBRIGATÓRIO"
"132755";"100623";"25859";"OPTATIVO"
"133444";"100452";"23490";"OBRIGATÓRIO"
"105734";"100849";"40004";"OBRIGATÓRIO"
"112938";"100646";"25150";"OBRIGATÓRIO"
"104000";"100487";"20471";"OBRIGATÓRIO"
"13468751";"7777622";"2048903";"OBRIGATÓRIO"
"113157";"100399";"25185";"OBRIGATÓRIO"
"115969";"100227";"22045";"OBRIGATÓRIO"
"115313";"100561";"21975";"OBRIGATÓRIO"
"50819888";"508197381";"2036566";"OBRIGATÓRIO"
"131690";"100312";"23172";"OPTATIVO"
"96313518";"18257050";"42067";"OPTATIVO"
"5766990";"100710";"24026";"OPTATIVO"
"146740";"5848060";"2055636";"OPTATIVO"
"108222272";"108222242";"27596";"OPTATIVO"
"104217";"100677";"20570";"OBRIGATÓRIO"
"7438740";"7438730";"24535";"OBRIGATÓRIO"
"117598";"100191";"25433";"OBRIGATÓRIO"
"103118";"100832";"26127";"OBRIGATÓRIO"
"25006288";"10340341";"41702";"OPTATIVO"
"10242903";"100814";"27021";"OPTATIVO"
"3211100";"3211080";"40145";"OBRIGATÓRIO"
"89395503";"89395497";"2051008";"OBRIGATÓRIO"
"115443702";"85839892";"42001";"OPTATIVO"
"105630";"100555";"20726";"OPTATIVO"
"3211661";"3211080";"2020753";"OBRIGATÓRIO"
"107903";"100236";"21132";"OBRIGATÓRIO"
"13214500";"13210450";"2047931";"OBRIGATÓRIO"
"129920";"100272";"23174";"OPTATIVO"
"13491911";"10340340";"2041510";"OBRIGATÓRIO"
"9362683";"9362670";"2034301";"OBRIGATÓRIO"
"135770";"100675";"23985";"OPTATIVO"
"107425";"100400";"24299";"OBRIGATÓRIO"
"8486030";"8425760";"2040385";"OBRIGATÓRIO"
"13469291";"7777622";"2049100";"OBRIGATÓRIO"
"119513032";"119513031";"46256";"OPTATIVO"
"85703407";"85702983";"45854";"OBRIGATÓRIO"
"119971063";"95585774";"61136";"OPTATIVO"
"421273650";"512507270";"24902";"OBRIGATÓRIO"
"110837";"100226";"25593";"OBRIGATÓRIO"
"129680";"100318";"23171";"OPTATIVO"
"137823";"100707";"24281";"OPTATIVO"
"51025694";"510231326";"27713";"OBRIGATÓRIO"
"113552";"100198";"24757";"OBRIGATÓRIO"
"118086";"100219";"27195";"OPTATIVO"
"111861";"100256";"21529";"OBRIGATÓRIO"
"118009";"100269";"25502";"OBRIGATÓRIO"
"121319";"100340";"22213";"OPTATIVO"
"127011";"100628";"27639";"OPTATIVO"
"50925738";"508590000";"21164";"OPTATIVO"
"116226545";"100778";"25319";"OPTATIVO"
"24636396";"24636380";"26777";"OPTATIVO"
"110402223";"110402202";"50998";"OPTATIVO"
"101822";"100407";"20107";"OPTATIVO"
"121632260";"104836701";"63870";"OBRIGATÓRIO"
"117804";"100316";"22128";"OBRIGATÓRIO"
"109027";"100244";"25499";"OPTATIVO"
"128689";"100306";"23146";"OBRIGATÓRIO"
"10338637";"10336001";"2044814";"OPTATIVO"
"119512777";"119512659";"48620";"OBRIGATÓRIO"
"102202130";"102200805";"52790";"OBRIGATÓRIO"
"111281";"100815";"22906";"OBRIGATÓRIO"
"104131";"100677";"20539";"OBRIGATÓRIO"
"89198012";"510230607";"42903";"OPTATIVO"
"105933";"100410";"20810";"OPTATIVO"
"98102293";"98101828";"46189";"OBRIGATÓRIO"
"103216";"100619";"26168";"OPTATIVO"
"104960";"100668";"26396";"OPTATIVO"
"102625";"100679";"20185";"OBRIGATÓRIO"
"119521275";"119521179";"2055425";"OBRIGATÓRIO"
"122923";"100471";"22166";"OBRIGATÓRIO"
"101504";"100489";"20051";"OBRIGATÓRIO"
"107131";"100618";"20985";"OBRIGATÓRIO"
"24992780";"100710";"41702";"OPTATIVO"
"90472171";"90472097";"25939";"OPTATIVO"
"123805";"100835";"22437";"OBRIGATÓRIO"
"122392";"100195";"22298";"OBRIGATÓRIO"
"122571";"100470";"22156";"OBRIGATÓRIO"
"111943";"100224";"26836";"OBRIGATÓRIO"
"121438";"100440";"27336";"OPTATIVO"
"120506";"100340";"27317";"OBRIGATÓRIO"
"123096";"100483";"25425";"OPTATIVO"
"114647";"100598";"20407";"OBRIGATÓRIO"
"119522191";"119522069";"23206";"OBRIGATÓRIO"
"101796";"100407";"24870";"OPTATIVO"
"89223720";"89223709";"2051006";"OBRIGATÓRIO"
"102359687";"102359682";"52650";"OBRIGATÓRIO"
"104952";"100623";"26395";"OPTATIVO"
"48468742";"25767751";"42478";"OPTATIVO"
"124933";"100713";"22537";"OPTATIVO"
"51263722";"100779";"2049310";"OPTATIVO"
"89396395";"89396389";"48593";"OBRIGATÓRIO"
"109731";"100606";"21191";"OPTATIVO"
"89215134";"89214922";"46587";"OPTATIVO"
"114013";"100182";"21710";"OBRIGATÓRIO"
"89234896";"89234817";"2051002";"OBRIGATÓRIO"
"126510";"100576";"25533";"OBRIGATÓRIO"
"130027";"100433";"23177";"OPTATIVO"
"24868234";"18292881";"41702";"OPTATIVO"
"137447";"100192";"24176";"OPTATIVO"
"94969321";"94969236";"54287";"OBRIGATÓRIO"
"84916356";"84869976";"45541";"OBRIGATÓRIO"
"137143";"100246";"28163";"OPTATIVO"
"105757366";"105755388";"52688";"OPTATIVO"
"100613623";"510230601";"54150";"OPTATIVO"
"120102";"100737";"25492";"OBRIGATÓRIO"
"118746";"100480";"25476";"OBRIGATÓRIO"
"13621894";"10340343";"27518";"OBRIGATÓRIO"
"24518462";"24513791";"28377";"OPTATIVO"
"96160674";"87203525";"50456";"OBRIGATÓRIO"
"51396443";"51329859";"43813";"OPTATIVO"
"119176";"100373";"22145";"OBRIGATÓRIO"
"117075";"100801";"27150";"OBRIGATÓRIO"
"110402711";"110402692";"50425";"OPTATIVO"
"112953";"100460";"21558";"OPTATIVO"
"121529580";"512462200";"56265";"OPTATIVO"
"107698";"100225";"25296";"OBRIGATÓRIO"
"132705";"100665";"23369";"OPTATIVO"
"51396403";"51329859";"24803";"OPTATIVO"
"134892";"100611";"27944";"OPTATIVO"
"22748861";"22748800";"24692";"OPTATIVO"
"10377007";"10374380";"2045057";"OBRIGATÓRIO"
"51025127";"510230609";"23188";"OPTATIVO"
"108222263";"108222242";"27555";"OPTATIVO"
"107692";"100739";"20003";"OPTATIVO"
"108222257";"108222242";"2042150";"OPTATIVO"
"421273659";"512507270";"26508";"OPTATIVO"
"47623921";"47620481";"41883";"OBRIGATÓRIO"
"110625";"100415";"26701";"OPTATIVO"
"85343074";"3219280";"43023";"OBRIGATÓRIO"
"50989906";"100811";"42040";"OPTATIVO"
"119075263";"119075210";"57624";"OBRIGATÓRIO"
"132370";"100660";"23353";"OPTATIVO"
"127939";"100211";"23073";"OBRIGATÓRIO"
"120173";"100440";"27307";"OPTATIVO"
"120615";"100540";"22210";"OBRIGATÓRIO"
"139028";"100723";"28445";"OPTATIVO"
"96246786";"510260940";"42078";"OPTATIVO"
"24637652";"24636380";"25561";"OBRIGATÓRIO"
"7118528";"7118460";"21821";"OPTATIVO"
"116182";"100355";"22070";"OBRIGATÓRIO"
"132027";"100283";"23327";"OBRIGATÓRIO"
"9543133";"100759";"25355";"OBRIGATÓRIO"
"115273232";"115273212";"57603";"OBRIGATÓRIO"
"106980";"100602";"24948";"OBRIGATÓRIO"
"109127";"100584";"25499";"OPTATIVO"
"119146036";"510230607";"62795";"OPTATIVO"
"101628854";"89348137";"27733";"OPTATIVO"
"115326";"100525";"21995";"OPTATIVO"
"110384";"100454";"25199";"OBRIGATÓRIO"
"107184";"100612";"21006";"OPTATIVO"
"25278717";"100678";"41703";"OPTATIVO"
"94663876";"94663863";"2051702";"OBRIGATÓRIO"
"9201200";"9201130";"27605";"OPTATIVO"
"135170";"100673";"27968";"OPTATIVO"
"9951491";"5011500";"27124";"OBRIGATÓRIO"
"105845";"100493";"20773";"OBRIGATÓRIO"
"136640";"100241";"28076";"OPTATIVO"
"113515";"100563";"24757";"OPTATIVO"
"85964350";"85964276";"2051705";"OBRIGATÓRIO"
"115271574";"115271549";"55458";"OPTATIVO"
"24518458";"24513791";"27266";"OPTATIVO"
"110984";"100456";"26718";"OPTATIVO"
"101771";"100552";"20088";"OPTATIVO"
"131123";"100276";"23344";"OBRIGATÓRIO"
"7431518";"100757";"26724";"OPTATIVO"
"127498";"100193";"24753";"OPTATIVO"
"115921";"100687";"25330";"OBRIGATÓRIO"
"94730171";"94730133";"21866";"OBRIGATÓRIO"
"115271559";"115271549";"41829";"OPTATIVO"
"113317";"100760";"25226";"OBRIGATÓRIO"
"124030";"100514";"22498";"OBRIGATÓRIO"
"105852997";"101669220";"26916";"OPTATIVO"
"125051371";"508197380";"65111";"OPTATIVO"
"115904";"100260";"25330";"OBRIGATÓRIO"
"139035";"100556";"28449";"OBRIGATÓRIO"
"120311259";"119114118";"62718";"OBRIGATÓRIO"
"127396";"100690";"22862";"OBRIGATÓRIO"
"113696";"100218";"21667";"OBRIGATÓRIO"
"102405536";"102405532";"55343";"OBRIGATÓRIO"
"117164395";"108222242";"61818";"OPTATIVO"
"101638482";"101637277";"48252";"OBRIGATÓRIO"
"110539";"100743";"25209";"OPTATIVO"
"89924590";"85431948";"48652";"OPTATIVO"
"127394";"100677";"22862";"OBRIGATÓRIO"
"119521608";"119521494";"25645";"OBRIGATÓRIO"
"139098";"100761";"40200";"OPTATIVO"
"121303";"100535";"25494";"OBRIGATÓRIO"
"136376";"100809";"25778";"OBRIGATÓRIO"
"10242852";"100814";"25339";"OBRIGATÓRIO"
"51024100";"510230604";"21646";"OBRIGATÓRIO"
"123986";"100513";"22496";"OBRIGATÓRIO"
"104918";"100669";"26390";"OPTATIVO"
"135290";"100672";"23945";"OPTATIVO"
"123062740";"121631446";"48053";"COMPLEMENTAR"
"50819932";"508197381";"2036706";"OPTATIVO"
"50713573";"507135240";"26512";"OPTATIVO"
"6007837";"6007820";"2035350";"OBRIGATÓRIO"
"129519";"100655";"23170";"OPTATIVO"
"51250766";"512507260";"2034164";"OBRIGATÓRIO"
"101509";"100486";"20051";"OBRIGATÓRIO"
"138908";"100716";"24479";"OBRIGATÓRIO"
"120803";"100540";"22212";"OPTATIVO"
"119082323";"119075210";"63044";"OPTATIVO"
"109310";"100538";"25499";"OPTATIVO"
"135415";"100843";"27986";"OPTATIVO"
"93547124";"93547118";"45843";"OBRIGATÓRIO"
"96175145";"100775";"53092";"OPTATIVO"
"120076";"100275";"25492";"OBRIGATÓRIO"
"10266869";"10266850";"26954";"OBRIGATÓRIO"
"85865642";"14022590";"41933";"OPTATIVO"
"50586348";"505860901";"28287";"OPTATIVO"
"106133";"100501";"20860";"OBRIGATÓRIO"
"105370";"100351";"20702";"OBRIGATÓRIO"
"18437496";"18257050";"2055429";"OPTATIVO"
"106333";"100634";"24882";"OBRIGATÓRIO"
"85839948";"85839892";"2052551";"OPTATIVO"
"3158676";"3158660";"24324";"OBRIGATÓRIO"
"111264";"100704";"21398";"OPTATIVO"
"50847834";"27289610";"2047401";"OBRIGATÓRIO"
"119564";"100526";"22182";"OBRIGATÓRIO"
"126735";"100627";"22831";"OBRIGATÓRIO"
"92291024";"14022591";"42049";"OPTATIVO"
"51333446";"51333282";"25784";"OBRIGATÓRIO"
"104191";"100677";"24031";"OBRIGATÓRIO"
"41091048";"25767751";"42443";"OPTATIVO"
"127619";"100835";"25562";"OBRIGATÓRIO"
"98275686";"98275660";"21593";"OBRIGATÓRIO"
"51023184";"510231320";"2050002";"OPTATIVO"
"108691";"100739";"21158";"OPTATIVO"
"108233427";"108233338";"27654";"OPTATIVO"
"20574091";"20506160";"2020557";"OPTATIVO"
"23184274";"100837";"21868";"OBRIGATÓRIO"
"109763";"100535";"21191";"OPTATIVO"
"121324434";"121323873";"2041347";"OPTATIVO"
"119513878";"119513876";"62724";"OPTATIVO"
"129364";"100375";"23161";"OPTATIVO"
"118172";"100540";"27197";"OPTATIVO"
"86911052";"506510790";"26466";"OPTATIVO"
"138891";"100515";"28436";"OBRIGATÓRIO"
"98776634";"98776589";"63604";"OBRIGATÓRIO"
"91794058";"91303732";"51573";"OBRIGATÓRIO"
"110171";"100774";"26687";"OPTATIVO"
"50768563";"507685510";"2049412";"OPTATIVO"
"119255";"100188";"22164";"OBRIGATÓRIO"
"126540";"100626";"27534";"OPTATIVO"
"17851575";"17849890";"2054917";"OBRIGATÓRIO"
"125821639";"121323873";"63671";"OPTATIVO"
"125465";"100297";"22633";"OBRIGATÓRIO"
"113666";"100690";"23463";"OBRIGATÓRIO"
"136518";"100245";"28071";"OBRIGATÓRIO"
"9237430";"9237420";"25536";"OBRIGATÓRIO"
"102264607";"101659860";"23538";"OPTATIVO"
"113068";"100740";"25142";"OBRIGATÓRIO"
"115803320";"115803290";"57594";"OBRIGATÓRIO"
"131272";"100277";"23300";"OPTATIVO"
"121631497";"121631446";"48045";"OBRIGATÓRIO"
"119523487";"119523393";"2055425";"OBRIGATÓRIO"
"121693";"100321";"27339";"OPTATIVO"
"125417";"100826";"22627";"OBRIGATÓRIO"
"96354770";"96352687";"52698";"OPTATIVO"
"112112";"100261";"21585";"OBRIGATÓRIO"
"134026";"100380";"27851";"OBRIGATÓRIO"
"14515008";"8425761";"25355";"OBRIGATÓRIO"
"136175";"100526";"25778";"OBRIGATÓRIO"
"119522168";"119522069";"2055448";"OPTATIVO"
"123633";"100684";"22327";"OBRIGATÓRIO"
"128383";"100554";"25639";"OBRIGATÓRIO"
"121324430";"121323873";"2041343";"OPTATIVO"
"91878839";"90471697";"27439";"OPTATIVO"
"9362689";"9362670";"2034352";"OBRIGATÓRIO"
"120015";"100361";"25492";"OBRIGATÓRIO"
"115630888";"101668583";"61111";"OPTATIVO"
"85370280";"85347824";"46384";"OBRIGATÓRIO"
"119432";"100359";"22148";"OPTATIVO"
"38980334";"24636380";"21429";"OBRIGATÓRIO"
"118211";"100301";"27197";"OPTATIVO"
"129759";"100710";"23171";"OPTATIVO"
"101077";"100548";"20049";"OBRIGATÓRIO"
"136384";"100536";"24079";"OPTATIVO"
"18437509";"18257050";"42109";"OPTATIVO"
"105519389";"105519342";"56028";"OBRIGATÓRIO"
"106525";"100743";"24933";"OBRIGATÓRIO"
"114807691";"102187364";"59877";"OBRIGATÓRIO"
"126468";"100232";"20900";"OBRIGATÓRIO"
"98187360";"98187355";"52849";"OBRIGATÓRIO"
"102620";"100680";"20199";"OBRIGATÓRIO"
"102459";"100697";"20132";"OBRIGATÓRIO"
"131594";"100412";"25666";"OPTATIVO"
"22748816";"22748800";"24709";"OBRIGATÓRIO"
"101638494";"101637277";"39988";"OBRIGATÓRIO"
"89864191";"89864189";"48581";"OBRIGATÓRIO"
"138028";"100776";"24328";"OBRIGATÓRIO"
"135229";"100672";"27976";"OPTATIVO"
"111356";"100512";"23811";"OBRIGATÓRIO"
"122035";"100465";"22250";"OBRIGATÓRIO"
"121422";"100435";"27335";"OPTATIVO"
"89223730";"89223709";"2051708";"OBRIGATÓRIO"
"130711";"100309";"23303";"OPTATIVO"
"98274187";"98274167";"46194";"OBRIGATÓRIO"
"3213218";"3202620";"20031";"OPTATIVO"
"138914";"100721";"24479";"OBRIGATÓRIO"
"14957833";"14955040";"2048125";"OBRIGATÓRIO"
"89863510";"89223824";"41789";"OPTATIVO"
"102427";"100693";"25850";"OBRIGATÓRIO"
"136760";"100241";"28100";"OPTATIVO"
"126433";"100512";"25475";"OPTATIVO"
"130655";"100309";"23304";"OPTATIVO"
"107509";"100710";"21047";"OPTATIVO"
"119526631";"119526614";"25675";"OPTATIVO"
"96335324";"96335318";"52787";"OBRIGATÓRIO"
"51329920";"51329859";"27570";"OBRIGATÓRIO"
"133874";"100199";"23596";"OPTATIVO"
"51333741";"51333655";"43810";"OBRIGATÓRIO"
"89554817";"89554733";"2049574";"OBRIGATÓRIO"
"107582685";"100758";"57763";"OPTATIVO"
"120771";"100538";"27319";"OPTATIVO"
"123575";"100691";"22358";"OPTATIVO"
"134601";"100700";"23775";"OBRIGATÓRIO"
"50586107";"505860900";"2050510";"OBRIGATÓRIO"
"132494";"100664";"23356";"OBRIGATÓRIO"
"114183";"100624";"26933";"OPTATIVO"
"108403";"100234";"21110";"OPTATIVO"
"104686";"100669";"26358";"OPTATIVO"
"50859052";"508590000";"26639";"OPTATIVO"
"51023222";"510231320";"26016";"OPTATIVO"
"138560";"100706";"24420";"OBRIGATÓRIO"
"10406811";"10402130";"23977";"OPTATIVO"
"123485";"100686";"22334";"OPTATIVO"
"101475";"100530";"20051";"OPTATIVO"
"132612";"100281";"23428";"OBRIGATÓRIO"
"134777";"100613";"23818";"OPTATIVO"
"120786";"100299";"27320";"OPTATIVO"
"138062";"100776";"24357";"OBRIGATÓRIO"
"112530";"100255";"21557";"OBRIGATÓRIO"
"134032";"100383";"27852";"OBRIGATÓRIO"
"98388565";"507863461";"25009";"OPTATIVO"
"119526673";"119526614";"27747";"OPTATIVO"
"89396221";"89396200";"2051704";"OBRIGATÓRIO"
"137193";"100243";"28185";"OPTATIVO"
"130340";"100658";"23301";"OPTATIVO"
"11459370";"100631";"25210";"OBRIGATÓRIO"
"47623929";"47620481";"41802";"OBRIGATÓRIO"
"98795664";"96083666";"43139";"OPTATIVO"
"133575";"100190";"27820";"OBRIGATÓRIO"
"110541966";"110541959";"55412";"OPTATIVO"
"99552303";"99375339";"41441";"OPTATIVO"
"119513570";"119513491";"27756";"OPTATIVO"
"119524116";"119524092";"23195";"OPTATIVO"
"3204355";"3202620";"25319";"OPTATIVO"
"131447";"100659";"23335";"OBRIGATÓRIO"
"102369524";"102359682";"2040705";"OPTATIVO"
"137522";"100201";"24183";"OPTATIVO"
"131731";"100497";"25555";"OPTATIVO"
"91098389";"510230608";"2052053";"OPTATIVO"
"110789";"100630";"26703";"OPTATIVO"
"51333732";"51333655";"43808";"OBRIGATÓRIO"
"146577";"9051720";"26645";"OPTATIVO"
"126762";"100761";"25536";"OBRIGATÓRIO"
"101668207";"101659860";"55036";"OPTATIVO"
"110543002";"110542944";"59352";"OBRIGATÓRIO"
"105197";"100554";"24762";"OBRIGATÓRIO"
"124476";"100606";"27439";"OPTATIVO"
"120149";"100634";"25434";"OBRIGATÓRIO"
"117721";"100319";"27193";"OPTATIVO"
"94561081";"94084232";"23119";"OPTATIVO"
"115424029";"107405230";"60730";"OPTATIVO"
"134214";"100613";"27870";"OPTATIVO"
"127360";"100196";"22854";"OPTATIVO"
"118869";"100300";"22141";"OBRIGATÓRIO"
"24783940";"100223";"41702";"OPTATIVO"
"9895626";"100780";"27110";"OBRIGATÓRIO"
"109099";"100729";"25499";"OPTATIVO"
"90471813";"90471697";"23233";"OPTATIVO"
"119513917";"119513876";"62580";"OBRIGATÓRIO"
"13225174";"13227740";"2022002";"OBRIGATÓRIO"
"10340842";"10340341";"20111";"OPTATIVO"
"133898";"100198";"23602";"OPTATIVO"
"10320290";"10320220";"27725";"OPTATIVO"
"96173714";"85839892";"53087";"OPTATIVO"
"117941";"100294";"22129";"OBRIGATÓRIO"
"421273653";"512507270";"2050102";"OBRIGATÓRIO"
"128643";"100619";"23145";"OPTATIVO"
"136601";"100241";"24098";"OBRIGATÓRIO"
"97231752";"7046170";"20307";"OPTATIVO"
"125887";"100452";"23495";"OBRIGATÓRIO"
"110542162";"110542153";"55414";"OPTATIVO"
